point_1,point_1,point_1,point_2,point_2,point_2,duree (min),distance (km),empreinte carbone (gCO2),prix (euros)
nom,latitude,longitude,nom,latitude,longitude,,,,
Gare de Dijon-Ville,47.3234,5.02728,Gare de Besançon-Franche-Comté,47.30747,5.95476,34.55,69.963,167.9,7.7
Gare de Dijon-Ville,47.3234,5.02728,Gare de Dole-Ville,47.09616,5.48804,27.33,43.023,103.3,4.73
Gare de Dijon-Ville,47.3234,5.02728,Gare de Lyon-Part-Dieu,45.76059,4.85944,109.0,174.306,418.3,19.17
Gare de Dijon-Ville,47.3234,5.02728,Gare de Montbard,47.61872,4.33615,40.44,61.475,147.5,6.76
Gare de Dijon-Ville,47.3234,5.02728,Gare de Mâcon-Ville,46.30266,4.82515,69.33,114.575,275.0,12.6
Gare de Dijon-Ville,47.3234,5.02728,Gare de Paris-Gare-de-Lyon,48.84492,2.37346,102.33,259.831,623.6,28.58
Gare de Dol,48.54298,-1.75047,Gare de Rennes,48.10352,-1.67233,33.5,49.222,118.1,5.41
Gare de Dol,48.54298,-1.75047,Gare de St-Malo,48.64665,-2.00462,17.0,21.967,52.7,2.42
Gare de Dole-Ville,47.09616,5.48804,Gare de Besançon-Viotte,47.24704,6.02191,26.5,43.718,104.9,4.81
Gare de Dole-Ville,47.09616,5.48804,Gare de Dijon-Ville,47.3234,5.02728,26.5,43.023,103.3,4.73
Gare de Douai,50.37168,3.08996,Gare de Arras,50.28682,2.78113,21.7,23.874,57.3,2.63
Gare de Douai,50.37168,3.08996,Gare de Lille Flandres,50.6362,3.07102,26.0,29.454,70.7,3.24
Gare de Douai,50.37168,3.08996,Gare de Valenciennes,50.36318,3.51713,34.5,30.322,72.8,3.34
Gare de Dunkerque,51.03044,2.36894,Gare de Hazebrouck,50.72504,2.54153,21.0,36.064,86.6,3.97
Gare de Dunkerque,51.03044,2.36894,Gare de Lille Europe,50.63885,3.07575,31.0,66.049,158.5,7.27
Gare de Emmendingen,48.11931,7.84792,Gare de Freiburg-Breisgau,47.99779,7.84159,14.0,13.525,32.5,1.49
Gare de Emmendingen,48.11931,7.84792,Gare de Lahr,48.34061,7.83531,17.0,24.633,59.1,2.71
Gare de Emmendingen,48.11931,7.84792,Gare de Offenburg,48.47647,7.94672,24.0,40.393,96.9,4.44
