point_1,point_1,point_1,point_2,point_2,point_2,duree (min),distance (km),empreinte carbone (gCO2),prix (euros)
nom,latitude,longitude,nom,latitude,longitude,,,,
Kédange (Eglise),49.30832,6.33832,Kédange,49.30561,6.33251,1.54,0.518,5.6,0.05
Metzervisse (Centre),49.31556,6.28529,Metzervisse (Eglise),49.31416,6.28206,1.0,0.281,3.0,0.03
Metzervisse (Eglise),49.31416,6.28206,Distroff (Eglise),49.33221,6.26305,4.77,2.437,26.3,0.22
Gare de Montmélian,45.50307,6.04312,Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,29.8,12.235,132.1,1.1
Coubladour-Rond-Point,45.11537,3.74353,Fix-St-Geneys-RN102.,45.14279,3.66856,8.46,6.632,71.6,0.6
Gare de Tours,47.38981,0.69351,Monnaie-Jean-Baptiste-M,47.50186,0.79046,16.4,14.452,156.1,1.3
Gare de Château-Renault,47.58829,0.90159,Gare de Vendôme,47.80216,1.06769,30.8,26.864,290.1,2.42
Gerbéviller (Rue Gambet,48.50022,6.51238,Gerbéviller,48.49722,6.51055,2.0,0.36,3.9,0.03
Gerbéviller,48.49722,6.51055,Gerbeviller-Foch,48.50222,6.5103,2.73,0.557,6.0,0.05
Xermaménil,48.53324,6.46125,Rehainviller Centre,48.5626,6.47,4.55,3.331,36.0,0.3
St-Lactensin-Tesseau,46.89862,1.49445,Buzancais-Sapin-Vert,46.88836,1.43328,1.0,4.791,51.7,0.43
Buzancais-Sapin-Vert,46.88836,1.43328,Buzançais,46.88486,1.41841,15.14,1.197,12.9,0.11
Poitiers-Gare-Routière,46.58277,0.33402,Chauvigny,46.5697,0.64403,35.0,23.766,256.7,2.14
Chauvigny,46.5697,0.64403,St-Savin,46.5658,0.86384,15.0,16.828,181.7,1.51
St-Savin,46.5658,0.86384,Le-Blanc-Pl-du-Bateau,46.63075,1.06356,21.8,16.901,182.5,1.52
Sarrebourg (Place Math),48.73688,7.05719,Sarrebourg-Méphisto,48.74979,7.06746,1.83,1.623,17.5,0.15
Mirecourt (Lycée Agric),48.2936,6.13211,Mattaincourt De Gaulle,48.28185,6.13418,2.4,1.317,14.2,0.12
Mattaincourt,48.27967,6.13654,Velotte-et-Tatignécourt,48.26311,6.17118,2.82,3.16,34.1,0.28
Velotte-et-Tatignécourt,48.26311,6.17118,Racécourt,48.25708,6.19323,2.1,1.767,19.1,0.16
Racécourt,48.25708,6.19323,Dompaire Rte Mirecourt,48.22545,6.2199,5.0,4.038,43.6,0.36
Dompaire Rte Mirecourt,48.22545,6.2199,Dompaire-Centre,48.22056,6.22769,2.0,0.794,8.6,0.07
Dompaire-Centre,48.22056,6.22769,Lamerey,48.22166,6.2386,2.0,0.818,8.8,0.07
Darnieulles-Mairie,48.19905,6.34989,Darnieulles (Stat. Sce),48.19688,6.36194,1.91,0.926,10.0,0.08
Darnieulles (Stat. Sce),48.19688,6.36194,Uxegney,48.19454,6.3686,1.09,0.559,6.0,0.05
Reignac-Bourg-Du-Fau,47.22718,0.9154,Courcay-Eglise,47.24967,0.87634,4.9,3.871,41.8,0.35
Rombach-Le-F-(Pl-Fêtes),48.28196,7.26445,Rombach-Le-F-(Scierie),48.27891,7.27056,1.0,0.566,6.1,0.05
Rombach-Le-F-(Scierie),48.27891,7.27056,Lièpvre-R.-Vieux-Moulin,48.27751,7.27695,3.0,0.498,5.4,0.04
Mittersheim,48.86189,6.94176,Mittersheim (L'Escale),48.8605,6.93455,1.0,0.55,5.9,0.05
Mittersheim (L'Escale),48.8605,6.93455,Loudrefing,48.85133,6.87759,4.67,4.295,46.4,0.39
Gare de Wingen-sur-Moder,48.92006,7.38059,Wingen-sur-Moder-Mairie,48.92287,7.37099,2.0,0.769,8.3,0.07
Wingen-sur-Moder-Mairie,48.92287,7.37099,Rosteig-Mon.-Aux-Morts,48.93288,7.34249,4.5,2.364,25.5,0.21
Rosteig-Mon.-Aux-Morts,48.93288,7.34249,Col-De-Puberg,48.91702,7.31839,5.25,2.495,26.9,0.22
Gare de Lezoux,45.82114,3.38577,Gare de Vertaizon,45.78457,3.28823,11.85,8.595,92.8,0.77
Gare de Châlons-en-Champagne,48.95551,4.34895,Gare de Vitry-le-François,48.71773,4.58723,44.56,31.708,342.4,2.85
Gare de Vitry-le-François,48.71773,4.58723,Gare de St-Dizier,48.64281,4.94719,30.0,27.74,299.6,2.5
Gare de Strasbourg,48.58517,7.73397,Gare de Entzheim-Aéroport,48.547,7.62795,19.43,8.891,96.0,0.8
Gare de Molsheim,48.53752,7.50021,Mutzig-Passage-A-Niveau,48.53391,7.46108,7.8,2.912,31.4,0.26
Mutzig-Passage-A-Niveau,48.53391,7.46108,Mutzig-Porte-Ctre.,48.53866,7.45601,1.4,0.647,7.0,0.06
Mutzig-Porte-Ctre.,48.53866,7.45601,Gresswiller-(Abri).,48.53571,7.42549,5.2,2.273,24.5,0.2
Gare de Urmatt,48.52553,7.33827,Lutzelhouse-Abri-Eglise,48.51961,7.28775,4.6,3.783,40.9,0.34
Lutzelhouse-Abri-Eglise,48.51961,7.28775,Wisches-(Abri-Eglise).,48.50842,7.26829,3.0,1.9,20.5,0.17
Wisches-(Abri-Eglise).,48.50842,7.26829,Gare de Russ-Hersbach,48.49829,7.25227,4.2,1.633,17.6,0.15
Gare de Russ-Hersbach,48.49829,7.25227,Gare de Schirmeck-la-Broque,48.48046,7.2162,5.2,3.32,35.9,0.3
Gare de Schirmeck-la-Broque,48.48046,7.2162,Gare de Rothau,48.45899,7.20734,5.8,2.478,26.8,0.22
Ettendorf-Gare-Routière,48.80917,7.5846,Alteckendorf-Abri,48.79456,7.58974,2.0,1.669,18.0,0.15
Alteckendorf-Abri,48.79456,7.58974,Alteckendorf-Mairie,48.79285,7.59465,1.0,0.407,4.4,0.04
Alteckendorf-Mairie,48.79285,7.59465,Alteckendorf-Eckendorf,48.78972,7.60155,1.0,0.614,6.6,0.06
Alteckendorf-Eckendorf,48.78972,7.60155,Minversheim-Rue-Princip,48.78484,7.62053,2.0,1.494,16.1,0.13
Minversheim-Rue-Princip,48.78484,7.62053,Gare de Mommenheim,48.75566,7.64214,6.25,3.615,39.0,0.33
Gare de Retiers,47.91321,-1.38972,Martigné-Ferchaud,47.83197,-1.31373,17.0,10.676,115.3,0.96
Martigné-Ferchaud,47.83197,-1.31373,Châteaubriant,47.717,-1.3714,16.3,13.506,145.9,1.22
Gare de Clamecy,47.46649,3.52065,Gare de Coulanges-Sur-Yonne,47.52737,3.54715,11.9,7.064,76.3,0.64
Gare de Coulanges-Sur-Yonne,47.52737,3.54715,Gare de Châtel-Censoir,47.53774,3.63534,15.1,6.728,72.7,0.61
Gare de Châtel-Censoir,47.53774,3.63534,Gare de Mailly-la-Ville,47.60436,3.67508,15.2,7.994,86.3,0.72
Gare de Mailly-la-Ville,47.60436,3.67508,Gare de Cravant-Bazarnes,47.67858,3.68147,13.1,8.276,89.4,0.74
Gare de Aix-les-Bains-le-Revard,45.68786,5.90935,Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,30.27,13.029,140.7,1.17
Le-Bourget-du-Lac-STAC,45.64449,5.86875,Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,24.17,9.091,98.2,0.82
Gare de Hagondange,49.25381,6.1644,Gare de Rombas-Clouange,49.25604,6.09925,11.12,4.74,51.2,0.43
Clelles-Mairie,44.82723,5.62261,Gare de Clelles-Mens,44.82725,5.60501,3.0,1.39,15.0,0.13
Villery,48.1711,4.01861,St Jean Bonneval (Egl.),48.17166,4.04888,3.0,2.248,24.3,0.2
Neuvy-Sautour-RN,48.04277,3.79276,St-Florentin-Ville,48.00458,3.74046,8.0,5.765,62.3,0.52
St-Florentin-Ville,48.00458,3.74046,Gare de St-Florentin-Vergigny,47.98041,3.73095,5.0,2.782,30.0,0.25
Gare de Montauban-Ville-Bourbon,44.01464,1.34197,Gare de Caussade (T.-et-G.),44.1623,1.53345,15.44,22.463,242.6,2.02
Gare de Caussade (T.-et-G.),44.1623,1.53345,Gare de Cahors,44.44916,1.43324,27.78,32.915,355.5,2.96
Gare de Bois-d'Oingt-Légny,45.90659,4.57558,Ternand,45.94616,4.53659,5.1,5.34,57.7,0.48
Gare de Angoulême,45.65393,0.16453,Gare de Châteauneuf/Charente,45.59997,-0.05021,32.0,17.763,191.8,1.6
Gare de Châteauneuf/Charente,45.59997,-0.05021,Gare de Jarnac-Charente,45.67129,-0.17792,22.0,12.722,137.4,1.14
Gare de Bonson,45.52217,4.21622,Gare de Sury-le-Comtal,45.52908,4.18243,7.71,2.745,29.6,0.25
Gare de Sury-le-Comtal,45.52908,4.18243,Gare de St-Romain-le-Puy,45.55455,4.12077,15.0,5.581,60.3,0.5
Gare de Montbrison,45.60447,4.07822,Gare de Bonson,45.52217,4.21622,20.0,14.128,152.6,1.27
Gare de St-Rambert-en-Bugey,45.94735,5.4386,Gare de Ambérieu-en-Bugey,45.95401,5.34231,15.73,7.489,80.9,0.67
Gare de Strasbourg,48.58517,7.73397,Bischheim-Arrêt-CTS-R.G,48.61445,7.74486,12.78,3.357,36.3,0.3
Bischheim-Arrêt-CTS-R.G,48.61445,7.74486,Gare de Hoenheim-Tram,48.62823,7.75744,7.22,1.792,19.4,0.16
Gare de Hoenheim-Tram,48.62823,7.75744,Gare de La Wantzenau,48.66508,7.82446,9.33,6.413,69.3,0.58
Gare de Gambsheim,48.69494,7.87892,Gare de Herrlisheim (Bas-Rhin),48.72752,7.91037,9.56,4.3,46.4,0.39
Bouzonville,49.28983,6.52975,Vaudreching,49.28518,6.52444,2.82,0.645,7.0,0.06
Vaudreching,49.28518,6.52444,Remelfang,49.27212,6.50451,2.36,2.051,22.2,0.18
Remelfang,49.27212,6.50451,Freistroff,49.27865,6.49327,2.36,1.093,11.8,0.1
Freistroff,49.27865,6.49327,Anzeling (Carrefour),49.26395,6.46313,3.0,2.733,29.5,0.25
Anzeling (Carrefour),49.26395,6.46313,Anzeling,49.26259,6.45843,1.0,0.373,4.0,0.03
Anzeling,49.26259,6.45843,Hestroff,49.26227,6.43371,4.0,1.796,19.4,0.16
Hestroff,49.26227,6.43371,Ebersviller (Centre),49.27634,6.40198,4.27,2.787,30.1,0.25
Ebersviller (Centre),49.27634,6.40198,Aboncourt,49.26103,6.34653,5.82,4.373,47.2,0.39
Aboncourt,49.26103,6.34653,Budange,49.27667,6.34471,2.91,1.746,18.9,0.16
Budange,49.27667,6.34471,Hombourg (Chapelle),49.29587,6.34351,3.0,2.139,23.1,0.19
Gare de Vichy,46.12697,3.43049,Gare de Riom-Châtel-Guyon,45.88984,3.12081,34.22,35.638,384.9,3.21
Gare de Agen,44.20797,0.6209,Gare de Montauban-Ville-Bourbon,44.01464,1.34197,35.0,61.518,664.4,5.54
Gare de Bordeaux-St-Jean,44.82654,-0.55619,Gare de Marmande,44.50307,0.16811,37.43,67.712,731.3,6.09
Gare de Nîmes,43.83229,4.36584,Gare de Arles,43.68484,4.63202,24.14,26.97,291.3,2.43
Gare de Arles,43.68484,4.63202,Gare de Marseille-St-Charles,43.30273,5.38065,48.43,73.919,798.3,6.65
Gare de Modane,45.19356,6.65918,Gare de St-Michel-Valloire,45.21725,6.47112,19.5,14.984,161.8,1.35
Gare de St-Michel-Valloire,45.21725,6.47112,Gare de St-Jean-de-Maurienne-A.,45.27784,6.3542,15.7,11.378,122.9,1.02
Gare de St-Jean-de-Maurienne-A.,45.27784,6.3542,Gare de St-Avre-la-Chambre,45.3531,6.30288,14.9,9.291,100.3,0.84
Gare de Epierre-St-Léger,45.45697,6.29247,Gare de Aiguebelle,45.54367,6.30675,12.0,9.715,104.9,0.87
Gare de Aiguebelle,45.54367,6.30675,Gare de Chamousset,45.55751,6.20644,15.0,7.97,86.1,0.72
Gare de Chamousset,45.55751,6.20644,Gare de St-Pierre-d'Albigny,45.55737,6.15636,9.29,3.903,42.2,0.35
Roville-aux-Chènes Lyc.,48.38461,6.60467,Deinvillers-Carrefour,48.42297,6.58175,5.0,4.594,49.6,0.41
Deinvillers-Carrefour,48.42297,6.58175,St-Pierremont,48.4375,6.57638,1.0,1.665,18.0,0.15
Rambervillers (Lunev.),48.352,6.63179,Roville-aux-Chênes Ctre,48.38525,6.60266,4.69,4.283,46.3,0.39
Roville-aux-Chênes Ctre,48.38525,6.60266,Roville-aux-Chènes Lyc.,48.38461,6.60467,2.0,0.165,1.8,0.01
Magnières (Lotissement),48.44956,6.56369,Moyen,48.48343,6.56643,5.56,3.776,40.8,0.34
Deinvillers-Carrefour,48.42297,6.58175,Roville-aux-Chênes Ctre,48.38525,6.60266,5.0,4.474,48.3,0.4
Châteauroux Gare Rout.,46.80965,1.69869,Surins-Carref-RN143,46.82916,1.56443,19.12,10.455,112.9,0.94
Surins-Carref-RN143,46.82916,1.56443,Niherne-Centre,46.82911,1.56439,4.86,0.006,0.1,0.0
Niherne-Centre,46.82911,1.56439,Niherne Les Roches,46.82743,1.54641,3.83,1.382,14.9,0.12
Niherne Les Roches,46.82743,1.54641,Mehun-sur-Indre,46.84083,1.53083,2.0,1.906,20.6,0.17
Gare de Châteaudun,48.07335,1.3381,Gare de Bonneval,48.18629,1.38612,16.17,13.069,141.1,1.18
Gare de Issoudun,46.94785,1.98492,Gare de Châteauroux,46.80982,1.69946,18.92,26.606,287.3,2.39
Bort-les-Orgues,45.40636,2.50256,Bort-les-Orgues-Ville,45.39933,2.49925,1.7,0.824,8.9,0.07
Herbitzheim MSP,49.0129,7.08151,Herbitzheim R. Hambach,49.02141,7.07667,3.0,1.011,10.9,0.09
Dossenheim-(Mairie),48.80522,7.40244,Gare de Saverne,48.74478,7.36215,12.9,7.349,79.4,0.66
Loches-St-Jacques,47.13755,0.99982,Gare de Cormery,47.26235,0.83382,18.46,18.725,202.2,1.69
Gare de Esvres,47.28412,0.78156,Gare de Veigné,47.2915,0.73444,5.5,3.652,39.4,0.33
Courcay-Rouvre,47.23789,0.86644,Tauxigny-Node-Park,47.21516,0.83436,2.89,3.505,37.9,0.32
Sélestat-(Schweisguth),48.26151,7.45013,Selestat-(Koeberlé),48.26328,7.45536,5.4,0.435,4.7,0.04
Selestat-(Koeberlé),48.26328,7.45536,Sèlestat-(Schwilgué),48.25391,7.4479,5.8,1.181,12.8,0.11
Ste-Marie-/-Ms-(-Super-,48.24863,7.18918,Ste-Marie-/-Ms-S.Techni,48.25224,7.19501,2.0,0.59,6.4,0.05
Fénétrange Carrefour Et,48.84555,7.01442,Mittersheim,48.86189,6.94176,5.38,5.624,60.7,0.51
Hymont-Mairie,48.26565,6.14219,Mattaincourt-la-Poste,48.27901,6.13335,2.0,1.625,17.6,0.15
Mattaincourt-la-Poste,48.27901,6.13335,Mirecourt (Lycée Agric),48.2936,6.13211,2.09,1.627,17.6,0.15
Saverne-(Ht-Barr),48.73154,7.35227,Gare de Saverne,48.74478,7.36215,7.2,1.643,17.7,0.15
Gare de Loches,47.1304,1.00097,Gare de Cormery,47.26235,0.83382,19.0,19.38,209.3,1.74
Gare de Limoges-Bénédictins,45.83621,1.26745,Gare de Argenton-sur-Creuse,46.59223,1.51823,50.83,86.346,932.5,7.77
Gare de Bourgoin-Jallieu,45.58397,5.27334,Gare de La Verpillière,45.6276,5.15075,17.0,10.711,115.7,0.96
Gare de La Verpillière,45.6276,5.15075,Lyon-Part-Dieu-Gare-Rou,45.76044,4.8623,41.11,26.864,290.1,2.42
Gare de Vendôme,47.80216,1.06769,Gare de Pézou,47.86722,1.1407,12.0,9.067,97.9,0.82
Gare de Pézou,47.86722,1.1407,Gare de Fréteval-Morée,47.89203,1.21187,7.67,5.988,64.7,0.54
Gare de Fréteval-Morée,47.89203,1.21187,Morée-Centre,47.90215,1.23493,4.67,2.057,22.2,0.19
Morée-Centre,47.90215,1.23493,St-Hilaire-La-Gravelle,47.92472,1.20721,3.33,3.254,35.1,0.29
St-Hilaire-La-Gravelle,47.92472,1.20721,Cloyes-Médiathèque,47.99519,1.23578,9.33,8.128,87.8,0.73
Gare de Vierzon,47.22652,2.05982,Vierzon-Hôpital,47.22761,2.0524,2.0,0.574,6.2,0.05
Vierzon-Hôpital,47.22761,2.0524,Mery-sur-Cher,47.24636,1.98827,6.25,5.277,57.0,0.47
Mery-sur-Cher,47.24636,1.98827,Thenioux-Les-Forges,47.25172,1.95315,1.5,2.72,29.4,0.24
Thenioux-Les-Forges,47.25172,1.95315,Thénioux,47.25554,1.92994,2.5,1.804,19.5,0.16
Thénioux,47.25554,1.92994,Chatres (Loir-et-Cher),47.26469,1.90591,2.5,2.082,22.5,0.19
Chatres (Loir-et-Cher),47.26469,1.90591,Chatres-Zelie-Fouquet,47.26701,1.88813,2.0,1.368,14.8,0.12
Chatres-Zelie-Fouquet,47.26701,1.88813,Gare de Mennetou-sur-Cher,47.26885,1.87647,3.25,0.904,9.8,0.08
Gare de Mennetou-sur-Cher,47.26885,1.87647,Langon (Loir-et-Cher),47.28373,1.82521,2.25,4.211,45.5,0.38
Langon (Loir-et-Cher),47.28373,1.82521,Villefranche-La-Croix-F,47.29207,1.77796,3.25,3.687,39.8,0.33
Villefranche-La-Croix-F,47.29207,1.77796,Gare de Villefranche-sur-Cher,47.29474,1.76804,1.25,0.806,8.7,0.07
Gare de Villefranche-sur-Cher,47.29474,1.76804,Villefranche / Cher G.R,47.29472,1.76833,2.25,0.022,0.2,0.0
Villefranche / Cher G.R,47.29472,1.76833,Villefranche-Aubrier,47.30236,1.76784,2.0,0.851,9.2,0.08
Villefranche-Aubrier,47.30236,1.76784,Romorantin-Plaisance,47.33941,1.74935,7.0,4.354,47.0,0.39
Romorantin-Plaisance,47.33941,1.74935,Romorantin-Villefranche,47.34751,1.7475,1.0,0.912,9.8,0.08
Romorantin-Villefranche,47.34751,1.7475,Romorantin-BA-G.R.,47.35943,1.74443,3.75,1.347,14.5,0.12
Aspres-sur-Buech,44.51939,5.75456,Lus-la-Croix-Haute,44.67103,5.69737,21.0,17.478,188.8,1.57
Lus-la-Croix-Haute,44.67103,5.69737,Gare de Clelles-Mens,44.82725,5.60501,25.83,18.861,203.7,1.7
Gare de Monestier-de-Clermont,44.91202,5.63395,Gare de Vif,45.04765,5.68541,22.0,15.632,168.8,1.41
Châteauroux Gare Rout.,46.80965,1.69869,Châteauroux-P-M-Curie,46.8098,1.70745,2.0,0.668,7.2,0.06
Châteauroux-P-M-Curie,46.8098,1.70745,Châteauroux-Charmilles,46.80102,1.71687,2.8,1.213,13.1,0.11
Châteauroux-Charmilles,46.80102,1.71687,Châteauroux-Ly-B-Pascal,46.79789,1.71111,5.0,0.56,6.0,0.05
Gare de Neuvy-Pailloux,46.88269,1.86281,Issoudun-Place-de-la-G.,46.94861,1.98582,15.5,11.888,128.4,1.07
Châteauroux Gare Rout.,46.80965,1.69869,Gare de Argenton-sur-Creuse,46.59223,1.51823,43.75,27.849,300.8,2.51
Gare de Duppigheim,48.54407,7.58709,Gare de Duttlenheim-Ernolsheim-,48.5456,7.56565,5.0,1.589,17.2,0.14
Gare de Duttlenheim-Ernolsheim-,48.5456,7.56565,Gare de Dachstein,48.54292,7.53321,5.5,2.409,26.0,0.22
Gare de Dachstein,48.54292,7.53321,Gare de Molsheim,48.53752,7.50021,6.0,2.505,27.1,0.23
Gare de Nevers,46.98735,3.15087,Gare de Moulins-sur-Allier,46.56136,3.33876,27.62,49.536,535.0,4.46
Les Granges-Ste-Marie,46.78798,6.27775,Malbuisson,46.79926,6.30499,4.0,2.426,26.2,0.22
Gare de St-Florent-sur-Cher,46.99212,2.25215,Subdray-Lycée-Agricole,47.02175,2.29359,4.5,4.558,49.2,0.41
Subdray-Lycée-Agricole,47.02175,2.29359,Bourges-Aéroport,47.0623,2.36581,11.5,7.099,76.7,0.64
Gare de Abancourt,49.68566,1.77418,Gare de Serqueux,49.63155,1.53934,26.38,17.963,194.0,1.62
Gare de St-Germain-des-Fossés,46.2091,3.43049,Gare de Vichy,46.12697,3.43049,20.29,9.142,98.7,0.82
Bruyères (Vosges),48.20475,6.71921,Lépanges/Vologne Poste,48.17272,6.6716,9.11,5.02,54.2,0.45
Lépanges/Vologne Poste,48.17272,6.6716,Docelles-Cheniménil,48.14147,6.60698,8.0,5.927,64.0,0.53
Docelles-Cheniménil,48.14147,6.60698,Chenimenil Filature,48.13395,6.6005,2.0,0.966,10.4,0.09
Chenimenil Filature,48.13395,6.6005,Gare de Arches,48.11996,6.52801,8.0,5.607,60.6,0.5
Droué (Centre),48.03917,1.07721,Gare de Courtalain-St-Pellerin,48.07383,1.12693,9.57,5.345,57.7,0.48
Gare de Cravant-Bazarnes,47.67858,3.68147,Gare de Auxerre-St-Gervais,47.79761,3.58514,21.0,15.085,162.9,1.36
Gare de Corbigny,47.25398,3.67788,Gare de Flez-Cuzy-Tannay,47.36254,3.61502,15.0,12.983,140.2,1.17
Gare de Flez-Cuzy-Tannay,47.36254,3.61502,Tannay-Place-Eglise,47.36749,3.59223,1.0,1.805,19.5,0.16
Tannay-Place-Eglise,47.36749,3.59223,Gare de Clamecy,47.46649,3.52065,19.25,12.269,132.5,1.1
Gare de Hatrize,49.19394,5.9075,Gare de Conflans-Jarny,49.16638,5.86824,8.5,4.192,45.3,0.38
Gare de Chamonix-Mont-Blanc,45.92271,6.87427,Gare de St-Gervais-L-B-Le-Fayet,45.90647,6.70072,25.75,13.562,146.5,1.22
Gare de Cluses (Hte-Savoie),46.06142,6.58268,Gare de Bonneville,46.07771,6.41648,20.93,12.963,140.0,1.17
Gare de Annecy,45.90206,6.12182,Le-Bourget-du-Lac-STAC,45.64449,5.86875,50.0,34.759,375.4,3.13
Gare de Joigny,47.97383,3.39296,Gare de Laroche-Migennes,47.96085,3.51294,17.0,9.058,97.8,0.82
Gare de Etain,49.20771,5.63948,Gare de Verdun,49.16542,5.38007,28.0,19.452,210.1,1.75
Aspres-sur-Buech,44.51939,5.75456,Lus-La-Croix-Haute-1075,44.6721,5.69805,22.62,17.579,189.9,1.58
Gare de Marle-sur-Serre,49.74702,3.76965,Gare de Vervins,49.82986,3.89342,18.89,12.812,138.4,1.15
Gare de Voyenne,49.72613,3.72006,Gare de Dercy-Froidmont,49.70273,3.69204,10.8,3.294,35.6,0.3
Gare de Dercy-Froidmont,49.70273,3.69204,Gare de Verneuil-sur-Serre,49.64867,3.66778,9.6,6.266,67.7,0.56
Troyes-Lombards,48.27805,4.06582,Bouilly (Mairie),48.19361,3.9986,16.25,10.639,114.9,0.96
Gare de Thaon,48.24468,6.41632,Gare de Epinal,48.17808,6.44156,16.0,7.646,82.6,0.69
Gare de Maroeuil,50.3224,2.69843,Gare de Arras,50.28682,2.78113,22.0,7.089,76.6,0.64
Gare de St-Aignan-Noyers,47.28673,1.38366,Gare de Selles-sur-Cher,47.2816,1.54614,15.0,12.283,132.7,1.11
Gare de Selles-sur-Cher,47.2816,1.54614,Gare de Gièvres,47.27873,1.66781,14.67,9.194,99.3,0.83
Gare de Gièvres,47.27873,1.66781,Gare de Pruniers,47.31321,1.67189,6.0,3.851,41.6,0.35
Gare de Pruniers,47.31321,1.67189,Romorantin-BA-G.R.,47.35943,1.74443,9.0,7.511,81.1,0.68
Gare de Lézignan-Corbières,43.19997,2.76986,Gare de Carcassonne,43.21771,2.35188,30.43,33.97,366.9,3.06
Gare de Luzenac-Garanou,42.76444,1.75315,Gare de Ax-les-Thermes,42.72481,1.83332,9.5,7.9,85.3,0.71
Gare de Avranches,48.69041,-1.36997,Rennes Beaulieu Tourne.,48.11406,-1.63687,68.38,67.121,724.9,6.04
Rennes Beaulieu Tourne.,48.11406,-1.63687,Gare de Rennes,48.10352,-1.67233,12.0,2.885,31.2,0.26
Gare de Lamure-sur-Azergues,46.0611,4.49212,St-Nizier-d'Azergues,46.08703,4.48043,6.22,3.024,32.7,0.27
Gare de Longuyon,49.44427,5.6046,Longuyon (Pont-2-Eaux),49.44865,5.59951,2.0,0.611,6.6,0.05
Gare de Les Arcs-Draguignan,43.45573,6.48246,Gare de Fréjus,43.43202,6.73293,25.0,20.415,220.5,1.84
Gare de Fréjus,43.43202,6.73293,Gare de St-Raphaël-Valescure,43.42361,6.76901,14.5,3.063,33.1,0.28
Gare de Thonon-les-Bains,46.36898,6.48156,Gare de Bons-en-Chablais,46.27003,6.36616,23.33,14.143,152.7,1.27
St-Martin-d'Hères,45.193,5.76888,Grenoble-Eugène-Chavant,45.17285,5.72475,13.33,4.126,44.6,0.37
Grenoble-Eugène-Chavant,45.17285,5.72475,Grenoble-Victor-Hugo,45.18917,5.72511,5.5,1.817,19.6,0.16
Grenoble-Victor-Hugo,45.18917,5.72511,Grenoble-Gare-Routière,45.19267,5.71436,5.67,0.929,10.0,0.08
Gare de Lamotte-Beuvron,47.59397,2.02259,Gare de Nouan-le-Fuzelier,47.53406,2.03327,9.67,6.717,72.5,0.6
Gare de Saintes,45.74784,-0.61758,Gare de Pons,45.57809,-0.539,30.29,19.86,214.5,1.79
Gare de Pons,45.57809,-0.539,Gare de Jonzac,45.43871,-0.442,20.86,17.262,186.4,1.55
Gare de Niederbronn,48.95235,7.6338,Niederbronn (Usine),48.957,7.63066,2.0,0.566,6.1,0.05
Niederbronn (Usine),48.957,7.63066,Philippsbg-Falkenstein,48.9841,7.56741,6.57,5.519,59.6,0.5
Philippsbg-Falkenstein,48.9841,7.56741,Philippsbourg (Lieschb),48.99156,7.55815,3.14,1.071,11.6,0.1
Philippsbourg (Lieschb),48.99156,7.55815,Bannstein,49.00499,7.50296,3.71,4.299,46.4,0.39
Bannstein,49.00499,7.50296,Eguelshardt-(-Abri-),49.02126,7.49119,3.0,2.005,21.7,0.18
Eguelshardt-(-Abri-),49.02126,7.49119,Bitche,49.04912,7.4316,9.43,5.341,57.7,0.48
Gare de Avallon,47.49552,3.91253,Gare de Sermizelles-Vézelay,47.52869,3.79285,12.38,9.727,105.1,0.88
Gare de Vincelles,47.70428,3.62836,Gare de Auxerre-St-Gervais,47.79761,3.58514,16.25,10.881,117.5,0.98
Gare de Saintes,45.74784,-0.61758,Gare de Saujon,45.66705,-0.93058,29.6,25.94,280.2,2.33
Gare de Saujon,45.66705,-0.93058,Gare de Royan,45.62551,-1.0172,15.0,8.174,88.3,0.74
Gare de Bonson,45.52217,4.21622,Sury-le-Comtal-Ville,45.54053,4.18725,7.67,3.046,32.9,0.27
Sury-le-Comtal-Ville,45.54053,4.18725,Gare de St-Romain-le-Puy,45.55455,4.12077,15.0,5.412,58.4,0.49
Saint-Etienne-Chtx GR,45.4427,4.39986,Gare de Bonson,45.52217,4.21622,25.0,16.843,181.9,1.52
Gare de St-Antoine-du-Rocher,47.50381,0.61637,Neuille (Gendarmerie),47.54639,0.55166,8.5,6.792,73.4,0.61
Neuille (Gendarmerie),47.54639,0.55166,Gare de Neuillé-Pont-Pierre,47.55846,0.56404,3.25,1.634,17.6,0.15
Gare de Neuillé-Pont-Pierre,47.55846,0.56404,Gare de St-Paterne,47.60408,0.47804,14.5,8.215,88.7,0.74
Gare de St-Paterne,47.60408,0.47804,St Christophe / Nais C.,47.61555,0.47527,4.8,1.294,14.0,0.12
Gare de La Wantzenau,48.66508,7.82446,Gare de Kilstett,48.67922,7.85402,8.0,2.683,29.0,0.24
Gare de Kilstett,48.67922,7.85402,Gare de Gambsheim,48.69494,7.87892,7.0,2.532,27.3,0.23
Gare de Baroncourt,49.28438,5.70018,Gare de Conflans-Jarny,49.16638,5.86824,35.0,17.939,193.7,1.61
Gare de Plerguer,48.53154,-1.85044,Gare de Dol,48.54298,-1.75047,13.0,7.478,80.8,0.67
Distroff (Eglise),49.33221,6.26305,Kuntzig (Bibiche),49.34359,6.24413,4.1,1.868,20.2,0.17
Kuntzig (Bibiche),49.34359,6.24413,Kuntzig (Place liberté),49.3472,6.2371,2.0,0.649,7.0,0.06
